Trial,Seed,Policy,Generated,Delivered,Expired,Dropped,Contact_Failures,Optical_Link_Failures,Reliability,Delivered_Bits,Mean_Delivered_Latency_s
82,100081,B4,200,169,0,31,31,0,0.84499999999999997,173056,1363.0432192491794
83,100082,B1,200,183,0,17,17,0,0.91500000000000004,187392,516.98908890302005
83,100082,B2,200,183,0,17,17,0,0.91500000000000004,187392,516.98908890302005
83,100082,B3,200,168,0,32,32,0,0.83999999999999997,172032,693.33220562207873
83,100082,B4,200,183,0,17,17,0,0.91500000000000004,187392,516.98908890302005
84,100083,B1,200,178,0,22,22,0,0.89000000000000001,182272,1354.3455232333779
84,100083,B2,200,178,0,22,22,0,0.89000000000000001,182272,1354.3455232333779
84,100083,B3,200,178,0,22,22,0,0.89000000000000001,182272,1354.3455232333779
84,100083,B4,200,178,0,22,22,0,0.89000000000000001,182272,1354.3455232333779
85,100084,B1,200,172,0,28,28,0,0.85999999999999999,176128,758.38894683121464
85,100084,B2,200,172,0,28,28,0,0.85999999999999999,176128,758.38894683121464
85,100084,B3,200,172,0,28,28,0,0.85999999999999999,176128,758.38894683121464
85,100084,B4,200,172,0,28,28,0,0.85999999999999999,176128,758.38894683121464
86,100085,B1,200,181,0,19,19,0,0.90500000000000003,185344,1324.6798768047959
86,100085,B2,200,181,0,19,19,0,0.90500000000000003,185344,1324.6798768047959
86,100085,B3,200,181,0,19,19,0,0.90500000000000003,185344,1324.6798768047959
86,100085,B4,200,181,0,19,19,0,0.90500000000000003,185344,1324.6798768047959
87,100086,B1,200,171,0,29,29,0,0.85499999999999998,175104,1351.2838021860805
87,100086,B2,200,171,0,29,29,0,0.85499999999999998,175104,1351.2838021860805
87,100086,B3,200,171,0,29,29,0,0.85499999999999998,175104,1351.2838021860805
87,100086,B4,200,171,0,29,29,0,0.85499999999999998,175104,1351.2838021860805
88,100087,B1,200,166,0,34,34,0,0.82999999999999996,169984,1320.9330270034279
88,100087,B2,200,166,0,34,34,0,0.82999999999999996,169984,1320.9330270034279
88,100087,B3,200,166,0,34,34,0,0.82999999999999996,169984,1320.9330270034279
88,100087,B4,200,166,0,34,34,0,0.82999999999999996,169984,1320.9330270034279
89,100088,B1,200,171,0,29,29,0,0.85499999999999998,175104,318.99188571092975
89,100088,B2,200,171,0,29,29,0,0.85499999999999998,175104,318.99188571092975
89,100088,B3,200,171,0,29,29,0,0.85499999999999998,175104,318.99188571092975
89,100088,B4,200,171,0,29,29,0,0.85499999999999998,175104,318.99188571092975
9,100008,B1,200,172,0,28,28,0,0.85999999999999999,176128,787.22657445205482
9,100008,B2,200,172,0,28,28,0,0.85999999999999999,176128,787.22657445205482
9,100008,B3,200,172,0,28,28,0,0.85999999999999999,176128,787.22657445205482
9,100008,B4,200,172,0,28,28,0,0.85999999999999999,176128,787.22657445205482
90,100089,B1,200,192,0,8,8,0,0.95999999999999996,196608,1085.6566376709382
90,100089,B2,200,192,0,8,8,0,0.95999999999999996,196608,1085.6566376709382
90,100089,B3,200,192,0,8,8,0,0.95999999999999996,196608,1085.6566376709382
90,100089,B4,200,192,0,8,8,0,0.95999999999999996,196608,1085.6566376709382
91,100090,B1,200,170,0,30,30,0,0.84999999999999998,174080,349.19205095290084
91,100090,B2,200,170,0,30,30,0,0.84999999999999998,174080,349.19205095290084
91,100090,B3,200,170,0,30,30,0,0.84999999999999998,174080,349.19205095290084
91,100090,B4,200,170,0,30,30,0,0.84999999999999998,174080,349.19205095290084
92,100091,B1,200,185,0,15,15,0,0.92500000000000004,189440,366.45544748774972
92,100091,B2,200,185,0,15,15,0,0.92500000000000004,189440,366.45544748774972
92,100091,B3,200,185,0,15,15,0,0.92500000000000004,189440,366.45544748774972
92,100091,B4,200,185,0,15,15,0,0.92500000000000004,189440,366.45544748774972
93,100092,B1,200,183,0,17,17,0,0.91500000000000004,187392,605.73290831493443
93,100092,B2,200,183,0,17,17,0,0.91500000000000004,187392,605.73290831493443
93,100092,B3,200,179,0,21,21,0,0.89500000000000002,183296,764.16491809429124
93,100092,B4,200,183,0,17,17,0,0.91500000000000004,187392,605.73290831493443
94,100093,B1,200,160,0,40,40,0,0.80000000000000004,163840,471.92186403999375
94,100093,B2,200,160,0,40,40,0,0.80000000000000004,163840,471.92186403999375
94,100093,B3,200,160,0,40,40,0,0.80000000000000004,163840,471.92186403999375
94,100093,B4,200,160,0,40,40,0,0.80000000000000004,163840,471.92186403999375
95,100094,B1,200,164,0,36,36,0,0.81999999999999995,167936,518.196898141784
95,100094,B2,200,164,0,36,36,0,0.81999999999999995,167936,518.196898141784
95,100094,B3,200,125,0,75,75,0,0.625,128000,694.17438518034771
95,100094,B4,200,164,0,36,36,0,0.81999999999999995,167936,518.196898141784
96,100095,B1,200,180,0,20,20,0,0.90000000000000002,184320,1093.9306784751748
96,100095,B2,200,180,0,20,20,0,0.90000000000000002,184320,1093.9306784751748
96,100095,B3,200,180,0,20,20,0,0.90000000000000002,184320,1093.9306784751748
96,100095,B4,200,180,0,20,20,0,0.90000000000000002,184320,1093.9306784751748
97,100096,B1,200,189,0,11,11,0,0.94499999999999995,193536,1281.859046152641
97,100096,B2,200,189,0,11,11,0,0.94499999999999995,193536,1281.859046152641
97,100096,B3,200,189,0,11,11,0,0.94499999999999995,193536,1281.859046152641
97,100096,B4,200,189,0,11,11,0,0.94499999999999995,193536,1281.859046152641
98,100097,B1,200,184,0,16,16,0,0.92000000000000004,188416,1331.4411405101691
98,100097,B2,200,184,0,16,16,0,0.92000000000000004,188416,1331.4411405101691
98,100097,B3,200,184,0,16,16,0,0.92000000000000004,188416,1331.4411405101691
98,100097,B4,200,184,0,16,16,0,0.92000000000000004,188416,1331.4411405101691
99,100098,B1,200,181,0,19,19,0,0.90500000000000003,185344,1294.1770843382321
99,100098,B2,200,181,0,19,19,0,0.90500000000000003,185344,1294.1770843382321
99,100098,B3,200,181,0,19,19,0,0.90500000000000003,185344,1294.1770843382321
99,100098,B4,200,181,0,19,19,0,0.90500000000000003,185344,1294.1770843382321
