Trial,Seed,Route_Name,Route_Available,Hop_Number,Hop_Distance_m,Optical_Degradation_Factor,Background_Photons_Per_Slot,Diffraction_Efficiency,Received_Power_W,Photon_Flux_Per_s,Signal_Photons_Per_Slot,PPM_Order,Packet_Bits,Conservative_Uncoded_SER,Uncoded_Packet_Success_Probability
4,100003,Earth_Relay2_Mars,1,1,299917588751.40015,0.94224965905718827,0.01,4.5670154140695905e-15,3.4426149734527963e-14,268619.2248123074,0.26861922481230738,16,8192,0.78622198305993152,0
4,100003,Earth_Relay2_Mars,1,2,999999999.99998736,0.94224965905718827,0.01,4.1080559421808987e-10,3.0966514487262466e-09,24162449710.03751,24162.449710037508,16,8192,0,1
4,100003,Direct_Earth_to_Mars,1,1,299027805405.45294,0.94224965905718827,0.10000000000000001,4.5942349572799149e-15,3.4631330577004926e-14,270220.20311738981,0.27022020311738981,16,8192,0.89243107579650827,0
4,100003,Earth_Relay0_Mars,1,1,264163591626.39374,0.94224965905718827,0.10000000000000001,5.8869510897794366e-15,4.4375821257848133e-14,346254.19335631444,0.34625419335631441,16,8192,0.86625552916717086,0
4,100003,Earth_Relay0_Mars,1,2,77064450359.955627,0.94224965905718827,0.10000000000000001,6.9171656874529952e-14,5.2141576085157322e-13,4068485.687912771,4.0684856879127711,16,8192,0.075169514829631967,3.127926076793656e-70
4,100003,Earth_Relay1_Mars,1,1,325941309523.45703,0.94224965905718827,0.10000000000000001,3.8668518817980583e-15,2.9148318937990939e-14,227437.5408834079,0.2274375408834079,16,8192,0.90674923798233653,0
4,100003,Earth_Relay1_Mars,1,2,81145132441.356735,0.94224965905718827,0.10000000000000001,6.2389485212099426e-14,4.7029176935883343e-13,3669577.0945908385,3.6695770945908386,16,8192,0.10221649777536757,1.2458873275673032e-96
4,100003,Earth_Relay2_Mars,1,1,299917588751.40015,0.94224965905718827,0.10000000000000001,4.5670154140695905e-15,3.4426149734527963e-14,268619.2248123074,0.26861922481230738,16,8192,0.892972728891266,0
4,100003,Earth_Relay2_Mars,1,2,999999999.99998736,0.94224965905718827,0.10000000000000001,4.1080559421808987e-10,3.0966514487262466e-09,24162449710.03751,24162.449710037508,16,8192,0,1
4,100003,Direct_Earth_to_Mars,1,1,299027805405.45294,0.94224965905718827,1,4.5942349572799149e-15,3.4631330577004926e-14,270220.20311738981,0.27022020311738981,16,8192,0.93826534864030053,0
4,100003,Earth_Relay0_Mars,1,1,264163591626.39374,0.94224965905718827,1,5.8869510897794366e-15,4.4375821257848133e-14,346254.19335631444,0.34625419335631441,16,8192,0.92907182110742303,0
