Trial,Seed,Scenario,Policy,Selected_Route,Generated,Delivered,Expired,Dropped,Contact_Failures,Optical_Failures,Reliability,Delivered_Bits,Mean_Delivered_Latency_s
18,100017,Direct_Background_16,B2_Contact_Aware,Direct_Earth_to_Mars,200,197,0,3,3,0,0.98499999999999999,201728,295.2826575098278
18,100017,Direct_Background_16,B3_Physical_Success,Direct_Earth_to_Mars,200,197,0,3,3,0,0.98499999999999999,201728,295.2826575098278
18,100017,Direct_Background_16,B4_Physical_Multiobjective,Direct_Earth_to_Mars,200,197,0,3,3,0,0.98499999999999999,201728,295.2826575098278
18,100017,Direct_Combined_25pctPower_BG16,B1_Shortest_Delay,Direct_Earth_to_Mars,200,197,0,3,3,0,0.98499999999999999,201728,295.2826575098278
18,100017,Direct_Combined_25pctPower_BG16,B2_Contact_Aware,Direct_Earth_to_Mars,200,197,0,3,3,0,0.98499999999999999,201728,295.2826575098278
18,100017,Direct_Combined_25pctPower_BG16,B3_Physical_Success,Direct_Earth_to_Mars,200,197,0,3,3,0,0.98499999999999999,201728,295.2826575098278
18,100017,Direct_Combined_25pctPower_BG16,B4_Physical_Multiobjective,Direct_Earth_to_Mars,200,197,0,3,3,0,0.98499999999999999,201728,295.2826575098278
18,100017,Direct_Pointing_25pct_Power,B1_Shortest_Delay,Direct_Earth_to_Mars,200,197,0,3,3,0,0.98499999999999999,201728,295.2826575098278
18,100017,Direct_Pointing_25pct_Power,B2_Contact_Aware,Direct_Earth_to_Mars,200,197,0,3,3,0,0.98499999999999999,201728,295.2826575098278
18,100017,Direct_Pointing_25pct_Power,B3_Physical_Success,Direct_Earth_to_Mars,200,197,0,3,3,0,0.98499999999999999,201728,295.2826575098278
18,100017,Direct_Pointing_25pct_Power,B4_Physical_Multiobjective,Direct_Earth_to_Mars,200,197,0,3,3,0,0.98499999999999999,201728,295.2826575098278
19,100018,Control,B1_Shortest_Delay,Direct_Earth_to_Mars,200,178,0,22,22,0,0.89000000000000001,182272,1077.3091831679437
19,100018,Control,B2_Contact_Aware,Direct_Earth_to_Mars,200,178,0,22,22,0,0.89000000000000001,182272,1077.3091831679437
19,100018,Control,B3_Physical_Success,Direct_Earth_to_Mars,200,178,0,22,22,0,0.89000000000000001,182272,1077.3091831679437
19,100018,Control,B4_Physical_Multiobjective,Direct_Earth_to_Mars,200,178,0,22,22,0,0.89000000000000001,182272,1077.3091831679437
19,100018,Direct_Background_16,B1_Shortest_Delay,Direct_Earth_to_Mars,200,178,0,22,22,0,0.89000000000000001,182272,1077.3091831679437
19,100018,Direct_Background_16,B2_Contact_Aware,Direct_Earth_to_Mars,200,178,0,22,22,0,0.89000000000000001,182272,1077.3091831679437
19,100018,Direct_Background_16,B3_Physical_Success,Direct_Earth_to_Mars,200,178,0,22,22,0,0.89000000000000001,182272,1077.3091831679437
19,100018,Direct_Background_16,B4_Physical_Multiobjective,Direct_Earth_to_Mars,200,178,0,22,22,0,0.89000000000000001,182272,1077.3091831679437
19,100018,Direct_Combined_25pctPower_BG16,B1_Shortest_Delay,Direct_Earth_to_Mars,200,0,0,200,22,178,0,0,0
19,100018,Direct_Combined_25pctPower_BG16,B2_Contact_Aware,Direct_Earth_to_Mars,200,0,0,200,22,178,0,0,0
19,100018,Direct_Combined_25pctPower_BG16,B3_Physical_Success,Earth_Relay0_Mars,200,161,0,39,39,0,0.80500000000000005,164864,1282.2599630529494
